identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Björkeröds Mosse|COUN000391|A6/16,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/17,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/18,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/19,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/2,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/20,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/21,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/22,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/23,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/24,1,,,,18277,16038
Björkeröds Mosse|COUN000391|A6/25,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/26,1,,,,17864,14745
Björkeröds Mosse|COUN000391|A6/3,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/4,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/5,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/6,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/7,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/8,,,,1,13500,7000
Björkeröds Mosse|COUN000391|A6/9,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/1,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/10,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/11,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/12,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/13,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/14,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/15,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/16,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/17,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/18,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/19,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/2,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/20,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/21,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/22,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/23,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/24,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/25,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/26,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/3,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/4,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/5,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/6,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/7,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/8,,,,1,13500,7000
Björkeröds Mosse|COUN000391|B1/9,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/1,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/10,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/11,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/12,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/13,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/14,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/15,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/2,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/3,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/4,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/5,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/6,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/7,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/8,,,,1,13500,7000
Björkeröds Mosse|COUN000391|S3b/9,,,,1,13500,7000
Bjørnøya|COUN001244|BugsPresence,,,,1,10000,7000
Bjørnøya|COUN001244|S10,,,,1,10000,7000
Bjørnøya|COUN001244|S11,1,,,,9529,9032
Bjørnøya|COUN001244|S13,,,,1,10000,7000
Bjørnøya|COUN001244|S30,,,,1,10000,7000
Bjørnøya|COUN001244|S31,,,,1,10000,7000
Bjørnøya|COUN001244|S33,,,,1,10000,7000
Bjørnøya|COUN001244|S38,,,,1,10000,7000
Bjørnøya|COUN001244|S8,,,,1,10000,7000
Blaso|COUN001128|BugsPresence,,,,1,10000,0
Blomøy|COUN000746|BugsPresence,,,,1,13500,10000
Bole Ings|COUN000691|E1,,,,1,10000,0
Bole Ings|COUN000691|E10,,,,1,10000,0
Bole Ings|COUN000691|E11,,,,1,10000,0
Bole Ings|COUN000691|E12,,,,1,10000,0
Bole Ings|COUN000691|E2,,,,1,10000,0
Bole Ings|COUN000691|E3,,,,1,10000,0
Bole Ings|COUN000691|E4,,,,1,10000,0
Bole Ings|COUN000691|E5,,,,1,10000,0
Bole Ings|COUN000691|E6,,,,1,10000,0
Bole Ings|COUN000691|E7,,,,1,10000,0
Bole Ings|COUN000691|E8,,,,1,10000,0
Bole Ings|COUN000691|E9,,,,1,10000,0
Bole Ings|COUN000692|C1,,,,1,10000,0
Bole Ings|COUN000692|C10,,,,1,10000,0
Bole Ings|COUN000692|C11,,,,1,10000,0
Bole Ings|COUN000692|C12,,,,1,10000,0
Bole Ings|COUN000692|C13,,,,1,10000,0
Bole Ings|COUN000692|C14,,,,1,10000,0
Bole Ings|COUN000692|C15,,,,1,10000,0
Bole Ings|COUN000692|C16,,,,1,10000,0
Bole Ings|COUN000692|C17,,,,1,10000,0
Bole Ings|COUN000692|C18,,,,1,10000,0
Bole Ings|COUN000692|C19,,,,1,10000,0
Bole Ings|COUN000692|C2,,,,1,10000,0
Bole Ings|COUN000692|C20,,,,1,10000,0
Bole Ings|COUN000692|C21,,,,1,10000,0
Bole Ings|COUN000692|C22,,,,1,10000,0
Bole Ings|COUN000692|C23,,,,1,10000,0
Bole Ings|COUN000692|C24,,,,1,10000,0
Bole Ings|COUN000692|C25,,,,1,10000,0
Bole Ings|COUN000692|C26,,,,1,10000,0
Bole Ings|COUN000692|C27,,,,1,10000,0
Bole Ings|COUN000692|C28,,,,1,10000,0
Bole Ings|COUN000692|C29,,,,1,10000,0
Bole Ings|COUN000692|C3,,,,1,10000,0
Bole Ings|COUN000692|C4,,,,1,10000,0
Bole Ings|COUN000692|C5,,,,1,10000,0
Bole Ings|COUN000692|C6,,,,1,10000,0
Bole Ings|COUN000692|C7,,,,1,10000,0
Bole Ings|COUN000692|C8,,,,1,10000,0
Bole Ings|COUN000692|C9,,,,1,10000,0
Boliden|COUN000046|BP2_1,1,,,,50000,43166
Boliden|COUN000046|BP2_2,,,,1,122000,45000
Bollnäs|COUN000047|S1,,,,,,
Boresø|COUN001614|P1,,,,1,10000,0
Boresø|COUN001614|P2,,,,1,10000,0
Boresø|COUN001614|P3,,,,1,10000,0
Boresø|COUN001614|P4,,,,1,10000,0
Borislav|COUN000432|S1,,,,1,478000,243000
Braedevinsskaer|COUN001127|BugsPresence,,,,1,10000,0
Brandon Upper 2|COUN000050|0_10cm,,,,1,191000,130000
Brandon Upper 2|COUN000050|10_20cm,,,,1,191000,130000
Brandon Upper 2|COUN000050|20_30cm,,,,1,191000,130000
Brandon Upper 2|COUN000050|30_40cm,,,,1,191000,130000
Brandon Upper 2|COUN000050|40_50cm,,,,1,191000,130000
Brandon Upper Deposit|COUN000051|F2,,,,1,191000,130000
Brandon Wood|COUN000052|S1,,,,,,
Brandon: Pools Farm Pit|COUN000049|s1,1,,,,478000,34550
Brandon: Pools Farm Pit|COUN001041|Lower,,,,1,621000,534000
Brandon: Pools Farm Pit|COUN001041|Middle,,,,1,621000,534000
Brandon: Pools Farm Pit|COUN001041|Upper,,,,1,621000,534000
Breiddin|COUN000835|B62/1,,,,,,
Breiddin|COUN000835|B62/10,,,,,,
Breiddin|COUN000835|B62/11,,,,,,
Breiddin|COUN000835|B62/12,,,,,,
Breiddin|COUN000835|B62/13,,,,,,
Breiddin|COUN000835|B62/14,,,,,,
Breiddin|COUN000835|B62/15,,,,,,
Breiddin|COUN000835|B62/2,,,,,,
Breiddin|COUN000835|B62/3,,,,,,
Breiddin|COUN000835|B62/4,,,,,,
Breiddin|COUN000835|B62/5,,,,,,
Breiddin|COUN000835|B62/7,,,,,,
Breiddin|COUN000835|B62/8,,,,,,
Breiddin|COUN000835|B62/9,,,,,,
Breiddin|COUN000835|BB62/6,,,,,,
Brigg|COUN000464|S0-5cm,,,,1,4449,2549
Brigg|COUN000464|S10-15cm,,,,1,4449,2549
Brigg|COUN000464|S100-105cm,,,,1,4449,2549
Brigg|COUN000464|S105-110cm,,,,1,4449,2549
Brigg|COUN000464|S110-115cm,,,,1,4449,2549
Brigg|COUN000464|S115-120cm,,,,1,4449,2549
Brigg|COUN000464|S15-20cm,,,,1,4449,2549
Brigg|COUN000464|S20-25cm,,,,1,4449,2549
Brigg|COUN000464|S25-30cm,,,,1,4449,2549
Brigg|COUN000464|S30-35cm,,,,1,4449,2549
Brigg|COUN000464|S35-40cm,,,,1,4449,2549
Brigg|COUN000464|S40-45cm,,,,1,4449,2549
Brigg|COUN000464|S45-50cm,,,,1,4449,2549
Brigg|COUN000464|S5-10cm,,,,1,4449,2549
Brigg|COUN000464|S50-55cm,,,,1,4449,2549
Brigg|COUN000464|S55-60cm,,,,1,4449,2549
Brigg|COUN000464|S60-65cm,,,,1,4449,2549
Brigg|COUN000464|S65-70cm,,,,1,4449,2549
Brigg|COUN000464|S70-75cm,,,,1,4449,2549
Brigg|COUN000464|S75-80cm,,,,1,4449,2549
Brigg|COUN000464|S80-85cm,,,,1,4449,2549
Brigg|COUN000464|S85-90cm,,,,1,4449,2549
Brigg|COUN000464|S90-95cm,,,,1,4449,2549
Brigg|COUN000464|S95-100cm,,,,1,4449,2549
Brighouse Bay|COUN000053|Bulk,1,,,,11255,10593
Brighouse Bay|COUN000053|L,,,,1,10000,7000
Brighouse Bay|COUN000053|U,,,,1,10000,7000
Brimpton|COUN000394|S59E,,,,1,50000,25000
Brimpton|COUN000394|S59K,,,,1,50000,25000
Brimpton|COUN000394|S64B,1,,,,33217,28428
Brimpton|COUN000394|S88B,1,,,,34532,32701
Brooksby|COUN000484|S11,,,,1,478000,243000
Brooksby|COUN000484|S6,,,,1,478000,243000
Brooksby|COUN000484|S7,,,,1,478000,243000
Broomfield|COUN001257|BugsPresence,,,,1,478000,243000
Brough|COUN001455|C,,,,1,243000,191000
Brough|COUN001455|D,,,,1,243000,191000
Brumunddal|COUN000055|A,,,,,,
Brumunddal|COUN000055|B,,,,,,
Brumunddal|COUN000055|Bulk,1,,,,43678,36558
Brumunddal|COUN000055|C,,,,,,
Brumunddal|COUN000055|D,,,,,,
"Burnhead, Airdrie|COUN000059|s1",,,,1,122000,10000
Bysjön|COUN000060|S1,1,,,,13261,12821
Cahiracon|COUN001592|M7_1,,,,1,4449,2549
Cahiracon|COUN001592|M7_2,,,,1,4449,2549
Cahiracon|COUN001592|M7_5,,,,1,4449,2549
Caister-on-Sea|COUN000062|s1,,,,1,10000,0
Caldicott: Vurlong Reen|COUN001607|BugsPresence,,,,1,6449,3649
Cambridge: Histon Road|COUN000063|S1,,,,1,243000,191000
Cambridge: Sidgwick Avenue|COUN000064|S1,,,,1,115000,60000
Candiglirach|COUN000065|F8,,,,1,10000,5000
Candiglirach|COUN000065|R1/0,,,,1,10000,5000
Candiglirach|COUN000065|R1/1_45,,,,1,10000,5000
Candiglirach|COUN000065|R1/2_25,,,,1,10000,5000
Candiglirach|COUN000065|R1/2_35,,,,1,10000,5000
Candiglirach|COUN000065|R1/2_45,,,,1,10000,5000
Candiglirach|COUN000065|R2/10,,,,1,10000,5000
Candiglirach|COUN000065|R2/20,,,,1,10000,5000
Candiglirach|COUN000065|R2/30,,,,1,10000,5000
Candiglirach|COUN000065|R2/35,,,,1,10000,5000
Cassington|COUN000480|B1,,,,1,130000,71000
Cassington|COUN000480|B3,,1,,,102000,58000
Cassington|COUN000480|B5,,1,,,145000,101000
Cassington|COUN000480|B6,,,,1,130000,71000
Castellum Fectio|COUN001524|S179,,,1,,1946,1690
Castellum Fectio|COUN001524|S193,,,1,,1946,1690
Castellum Fectio|COUN001524|S197,1,,,,1921,1738
Castellum Fectio|COUN001524|S200,,,1,,1946,1690
Castellum Fectio|COUN001524|S222,,,1,,1946,1690
Castellum Fectio|COUN001524|S227,,,1,,1946,1690
Castellum Fectio|COUN001524|S237,,,1,,1946,1690
Castellum Fectio|COUN001524|S245,,,1,,1946,1690
Castellum Fectio|COUN001524|S250,,,1,,1946,1690
Castellum Fectio|COUN001524|S258,,,1,,1946,1690
Castellum Fectio|COUN001524|S265,,,1,,1946,1690
Castellum Fectio|COUN001524|S271,,,1,,1946,1690
Castellum Fectio|COUN001524|S274,,,1,,1946,1690
Castellum Fectio|COUN001524|S278,,,1,,1946,1690
Castellum Fectio|COUN001524|S295,1,,,,1994,1826
Castellum Fectio|COUN001524|S310,,,1,,1946,1690
Castellum Fectio|COUN001524|S325,,,1,,1946,1690
Castellum Fectio|COUN001524|S328,,,1,,1946,1690
Castellum Fectio|COUN001524|S331,,,1,,1946,1690
Castellum Fectio|COUN001524|S335,,,1,,1946,1690
Castellum Fectio|COUN001524|S340,,,1,,1946,1690
Castellum Fectio|COUN001524|S355,,,1,,1946,1690
Castellum Fectio|COUN001524|S380,,,1,,1946,1690
Castellum Fectio|COUN001524|S387,,,1,,1946,1690
Castellum Fectio|COUN001524|S404,,,1,,1946,1690
Castellum Fectio|COUN001524|S415,1,,,,1965,1822
Castellum Fectio|COUN001524|S419,,,1,,1946,1690
Castellum Fectio|COUN001524|S448,,,1,,1946,1690
Castellum Fectio|COUN001524|S458,,,1,,1946,1690
Castellum Fectio|COUN001524|S469,,,1,,1946,1690
Castellum Fectio|COUN001524|S524,,,1,,1946,1690
Castellum Fectio|COUN001524|S589,,,1,,1946,1690
Castellum Fectio|COUN001524|S619,,,1,,1946,1690
Castellum Fectio|COUN001524|S652,,,1,,1946,1690
Castellum Fectio|COUN001524|S667,,,1,,1946,1690
Castle Eden|COUN000802|BugsPresence,,,,1,2580000,773000
Cavallo|COUN001573|S1,,,1,,6993,6200
Cavallo|COUN001573|S2,,,1,,6200,5311
Cavallo|COUN001573|S3,,,1,,5311,3090
Cavallo|COUN001573|S4,,,1,,3090,345
"Chelford, Oakwood|COUN000072|S161",,,,1,96000,87000
"Chelford, Oakwood|COUN000072|S57B",,,,1,96000,87000
"Chelford, Oakwood|COUN000072|S57C",,,,1,96000,87000
"Chelford, Oakwood|COUN000072|S57D",,,,1,96000,87000
Chelmsford|COUN001611|C9,1,,,,3874,3701
Chickering|COUN000074|s1,,,,1,478000,423000
Church Stretton RS2|COUN000076|S1,,,,1,5000,2500
Church Stretton RS2|COUN000076|S10,,,,1,7000,5000
Church Stretton RS2|COUN000076|S11,,,,1,7000,5000
Church Stretton RS2|COUN000076|S12,,,,1,7000,5000
Church Stretton RS2|COUN000076|S13,,,,1,7000,5000
Church Stretton RS2|COUN000076|S14,,,,1,9000,7000
Church Stretton RS2|COUN000076|S15,,,,1,9000,7000
Church Stretton RS2|COUN000076|S16,,,,1,13500,10000
Church Stretton RS2|COUN000076|S17,,,,1,13500,10000
Church Stretton RS2|COUN000076|S18,,,,1,13500,10000
Church Stretton RS2|COUN000076|S19,,,,1,13500,10000
Church Stretton RS2|COUN000076|S2,,,,1,5000,2500
Church Stretton RS2|COUN000076|S20,,,,1,13500,10000
Church Stretton RS2|COUN000076|S21,,,,1,13500,10000
Church Stretton RS2|COUN000076|S22,,,,1,13500,10000
Church Stretton RS2|COUN000076|S23,,,,1,13500,10000
Church Stretton RS2|COUN000076|S24,,,,1,13500,10000
Church Stretton RS2|COUN000076|S25,,,,1,13500,10000
Church Stretton RS2|COUN000076|S26,,,,1,13500,10000
Church Stretton RS2|COUN000076|S27,,,,1,13500,10000
Church Stretton RS2|COUN000076|S28,1,,,,13724,12082
Church Stretton RS2|COUN000076|S29,,,,1,13500,10000
Church Stretton RS2|COUN000076|S3,,,,1,5000,2500
Church Stretton RS2|COUN000076|S30,,,,1,13500,10000
Church Stretton RS2|COUN000076|S31,,,,1,13500,10000
Church Stretton RS2|COUN000076|S32,,,,1,13500,10000
Church Stretton RS2|COUN000076|S4,,,,1,5000,2500
Church Stretton RS2|COUN000076|S5,,,,1,5000,2500
Church Stretton RS2|COUN000076|S6,,,,1,5000,2500
Church Stretton RS2|COUN000076|S7,,,,1,5000,2500
Church Stretton RS2|COUN000076|S8,,,,1,7000,2500
Church Stretton RS2|COUN000076|S9,,,,1,7000,5000
Church Stretton Site CS1 and CS2|COUN000400|BS,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS1_A,1,,,,13970,13354
Church Stretton Site CS1 and CS2|COUN000400|CS1_B,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_C,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_D,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_E,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_F,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_G,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_H,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_I,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_J,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS1_K,,,,1,12500,10500
Church Stretton Site CS1 and CS2|COUN000400|CS2_1,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_10,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_11,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_12,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_13,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_14,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_2,1,,,,13262,12592
Church Stretton Site CS1 and CS2|COUN000400|CS2_3,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_4,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_5,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_6,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_7,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_8,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000400|CS2_9,,,,1,12500,11500
Church Stretton Site CS1 and CS2|COUN000806|CS1_A,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_B,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_C,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_D,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_E,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_F,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_G,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_H,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_I,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_J,,,,,,
Church Stretton Site CS1 and CS2|COUN000806|CS1_K,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|BS,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_1,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_10,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_11,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_12,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_13,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_14,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_2,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_3,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_4,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_5,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_6,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_7,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_8,,,,,,
Church Stretton Site CS1 and CS2|COUN000807|CS2_9,,,,,,
Clettnadal|COUN000078|S1,1,,,,7958,7843
Clettnadal|COUN000078|S10,1,,,,12635,12275
Clettnadal|COUN000078|S11,1,,,,12903,12570
Clettnadal|COUN000078|S12,1,,,,13205,12824
Clettnadal|COUN000078|S13,1,,,,13573,13297
Clettnadal|COUN000078|S14,1,,,,14147,13755
Clettnadal|COUN000078|S15,1,,,,14680,14055
Clettnadal|COUN000078|S16,1,,,,14990,14234
Clettnadal|COUN000078|S2,1,,,,8776,8674
Clettnadal|COUN000078|S3,1,,,,9648,9481
Clettnadal|COUN000078|S4,1,,,,9997,9822
Clettnadal|COUN000078|S5,1,,,,10501,10203
Clettnadal|COUN000078|S6,1,,,,10771,10444
Clettnadal|COUN000078|S7,1,,,,11123,10576
Clettnadal|COUN000078|S8,1,,,,12009,11356
Clettnadal|COUN000078|S9,1,,,,12390,11927
Cold Harbour Pill|COUN001576|13-sep,,,,1,4449,2549
Cold Harbour Pill|COUN001576|14-sep,,,,1,4449,2549
Cold Harbour Pill|COUN001576|9/10a,,,,1,4449,2549
Cold Harbour Pill|COUN001576|9/10b,,,,1,4449,2549
Coleshill|COUN000079|S1,1,,,,40736,33736
Colnbrook|COUN000080|Lower,1,,,,16656,15659
Colnbrook|COUN000080|Upper,1,,,,16724,15726
Colney Heath|COUN000081|S1,1,,,,16992,15793
Coloradodal|COUN000443|S1,1,,,,8695,7035
Comarum So|COUN000473|S1,1,,,,10100,9337
Comarum So|COUN000473|S10,1,,,,4920,4504
Comarum So|COUN000473|S11,1,,,,4465,4046
Comarum So|COUN000473|S12,1,,,,4148,3714
Comarum So|COUN000473|S13,1,,,,2878,2386
Comarum So|COUN000473|S14,1,,,,2329,1782
Comarum So|COUN000473|S15,1,,,,1714,1105
Comarum So|COUN000473|S16,1,,,,562,0
Comarum So|COUN000473|S2,1,,,,10032,9276
Comarum So|COUN000473|S3,1,,,,9964,9215
Comarum So|COUN000473|S4,1,,,,9214,8541
Comarum So|COUN000473|S5,1,,,,9180,8511
Comarum So|COUN000473|S6,1,,,,8777,8141
Comarum So|COUN000473|S7,1,,,,8065,7487
Comarum So|COUN000473|S8,1,,,,6776,6301
Comarum So|COUN000473|S9,1,,,,5382,4959
Comberton|COUN000753|BugsPresence,,,,1,11500,10000
Condover|COUN000401|BugsPresence,1,,,,16509,14111
Condover|COUN000945|S1,,,,1,13500,10000
Condover|COUN000945|S10,,,,1,13500,10000
Condover|COUN000945|S2,,,,1,13500,10000
Condover|COUN000945|S3,,,,1,13500,10000
Condover|COUN000945|S4,,,,1,13500,10000
Condover|COUN000945|S5,,,,1,13500,10000
Condover|COUN000945|S6,,,,1,13500,10000
Condover|COUN000945|S7,,,,1,13500,10000
Condover|COUN000945|S8,,,,1,13500,10000
Condover|COUN000945|S9,,,,1,13500,10000
Condover|COUN000947|C1,,1,,,13500,12120
Condover|COUN000947|C3,,1,,,13500,12120
Conesby Sidings|COUN001229|BugsPresence,1,,,,13925,12703
Conty|COUN000546|P1,1,,,,,13809
Conty|COUN000546|P2,1,,,,,13809
Conty|COUN000546|P3,1,,,,,13809
Conty|COUN000546|P4,1,,,,14936,10000
Conty|COUN000546|P5,1,,,,14936,13932
Conty|COUN000546|P8,1,,,,13500,12573
Conty|COUN000546|T1,1,,,,13952,12793
Conty|COUN000546|T2,1,,,,13128,12764
Copenhagen|COUN001630|BugsPresence,,,,1,243000,191000
Corlea|COUN000489|C10,,,,1,6449,3649
Corlea|COUN000489|C1a,,,,1,6449,3649
Corlea|COUN000489|C1b,,,,1,6449,3649
Corlea|COUN000489|C1i,,,1,,5529,5529
Corlea|COUN000489|C1ii,,,,1,6449,3649
Corlea|COUN000489|C2a,,,,1,6449,3649
Corlea|COUN000489|C2b,,,,1,6449,3649
Corlea|COUN000489|C3,,,,1,6449,3649
Corlea|COUN000489|C4,,,,1,6449,3649
Corstorphine|COUN000084|S1,,,,1,13500,10000
Croft|COUN000708|S20,,,,1,5000,0
Croft|COUN000708|S22,,,,1,5000,0
Croft|COUN000708|S25,,,,1,5000,0
Croft|COUN000708|S27,,,,1,5000,0
Croft|COUN000708|S40,1,,,,5710,4883
Croft|COUN000708|S41,,,,1,5000,0
Croft|COUN000708|S42,,,,1,5000,0
Croft|COUN000708|S43,,,,1,5000,0
Croft|COUN000708|S44,,,,1,5000,0
Croft|COUN000708|S5,1,,,,12389,11410
Croftamie|COUN000853|S1,1,,,,12737,12002
"Crossbrae Farm, Burn of Burnside|COUN000483|A_bulk",1,,,,122000,45760
"Crossbrae Farm, Burn of Burnside|COUN000483|B1",1,,,,122000,45760
"Crossbrae Farm, Burn of Burnside|COUN000483|B2",1,,,,122000,45760
"Crossbrae Farm, Burn of Burnside|COUN000483|B3",1,,,,122000,45760
Croydon|COUN000089|Site 1,1,,,,12158,11265
Croydon|COUN000089|Site 2,1,,,,12158,11265
Cusna|COUN001553|BugsPresence,1,,,,645,528
Dagenham: Hornchurch Marshes Site 2|COUN001346|S1,,,1,,6260,5910
Dagenham: Hornchurch Marshes Site 2|COUN001346|S10,,,1,,5590,4980
Dagenham: Hornchurch Marshes Site 2|COUN001346|S11,,,1,,4140,3690
Dagenham: Hornchurch Marshes Site 2|COUN001346|S12,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S13,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S2,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S3,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S4,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S5,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S6,,,1,,5750,5330
Dagenham: Hornchurch Marshes Site 2|COUN001346|S7,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S8,,,,1,10000,0
Dagenham: Hornchurch Marshes Site 2|COUN001346|S9,,,1,,5280,4840
Dagenham: Hornchurch Marshes|COUN000938|E,,,,1,5449,4049
Dagenham: Hornchurch Marshes|COUN000938|N,,,,1,6449,3649
Dale Bottom: Birkwoods|COUN001085|BugsPresence,1,,,,10000,3594
Daugaard Jensen Land|COUN000730|BugsPresence,,,,1,2580000,11500
Davenham: Church Moss|COUN000075|DVJB1,1,,,,14978,14223
Davenham: Church Moss|COUN000075|DVJB2,1,,,,11065,10506
Davenham: Church Moss|COUN000075|DVJB3,1,,,,12223,11501
Davenham: Church Moss|COUN000075|DVJB4,1,,,,11760,11100
Davenham: Church Moss|COUN000075|DVJB5,1,,,,10752,10427
Davenham: Church Moss|COUN000075|DVJB6,1,,,,10245,9931
Davenham: Church Moss|COUN000075|DVJB7,1,,,,9727,8594
Davenham: Church Moss|COUN000075|DVJB8,,,,1,13500,10000
Davenham: Church Moss|COUN000075|E1,,,,1,13500,10000
Davenham: Church Moss|COUN000075|E2,,,,1,13500,10000
Davenham: Church Moss|COUN000075|E3,,,,1,13500,10000
Davenham: Church Moss|COUN000075|E5,,,,1,13500,10000
