identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
Lynford Quarry|COUN001350|20003-xii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-xiii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-xiv,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-xix,,,,,,
Lynford Quarry|COUN001350|20003-xv,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-xvi,,,,,,
Lynford Quarry|COUN001350|20003-xvii,,,,,,
Lynford Quarry|COUN001350|20003-xviii,,,,,,
Lynford Quarry|COUN001350|20004,,0,,1,57000,29000
Lynford Quarry|COUN001350|20021-I,,,,,,
Lynford Quarry|COUN001350|20021-ii,,,,,,
Lynford Quarry|COUN001350|20021-iii,,,,,,
Lynford Quarry|COUN001350|20021-iv,,,,,,
Lynford Quarry|COUN001350|20139,,,,,,
Lynford Quarry|COUN001350|20355,,,,,,
Lynford Quarry|COUN001350|20371-ii,,,,,,
Lynford Quarry|COUN001350|20371-iii,,,,,,
Lynford Quarry|COUN001350|20371-iv,,,,,,
Lynford Quarry|COUN001350|20371-v,,,,,,
Lynford Quarry|COUN001350|20371-vi,,,,,,
Lynford Quarry|COUN001350|20371i-I,,,,,,
Lynford Quarry|COUN001350|20371m-I,,,,,,
Lynford Quarry|COUN001350|20390,,,,,,
Lynford Quarry|COUN001350|BugsPresence,,0,,1,57000,29000
Ma-wang-tui|COUN000881|BugsPresence,,,1,,2117,2117
Magdeburg|COUN001516|BugsPresence,,,1,,1004,1004
Malton|COUN000206|S1,,,1,,1750,1600
Manchester: Bridgewater Street|COUN001624|BugsPresence,,,,1,1907,1540
Mandalo|COUN001619|BugsPresence,1,,,,6399,6196
Marseille|COUN000513|B1,,,,1,400,0
Marseille|COUN000513|B2,,,,1,400,0
Marseille|COUN000513|F1/1,,,,1,400,0
Marseille|COUN000513|F1/2,,,,1,400,0
Marseille|COUN000513|F1/3,,,,1,400,0
Marseille|COUN000513|F1/4,,,,1,400,0
Marseille|COUN000513|F2/1,,,,1,400,0
Marseille|COUN000513|F2/2,,,,1,400,0
Marseille|COUN000513|F2/3,,,,1,400,0
Marseille|COUN000513|F2/4,,,,1,400,0
Marseille|COUN000513|F2/5,,,,1,400,0
Marseille|COUN000513|F3/1,,,,1,400,0
Marseille|COUN000513|F3/10,,,,1,400,0
Marseille|COUN000513|F3/11,,,,1,400,0
Marseille|COUN000513|F3/12,,,,1,400,0
Marseille|COUN000513|F3/13,,,,1,400,0
Marseille|COUN000513|F3/2,,,,1,400,0
Marseille|COUN000513|F3/3,,,,1,400,0
Marseille|COUN000513|F3/4,,,,1,400,0
Marseille|COUN000513|F3/5,,,,1,400,0
Marseille|COUN000513|F3/6,,,,1,400,0
Marseille|COUN000513|F3/7,,,,1,400,0
Marseille|COUN000513|F3/8,,,,1,400,0
Marseille|COUN000513|F3/9,,,,1,400,0
Masada|COUN000964|C1035,,,1,,2449,1871
Masada|COUN000964|C1039,,,1,,2449,1871
Masada|COUN000964|C1039a,,,1,,2449,1871
Masada|COUN000964|C1196,,,1,,2449,1871
Masada|COUN000964|C1205,,,1,,2449,1871
Masada|COUN000964|C1264,,,1,,2449,1871
Masada|COUN000964|C161,,,1,,2449,1871
Masada|COUN000964|C2009,,,1,,2449,1871
Masada|COUN000964|C442,,,1,,2449,1871
Masada|COUN000964|GS-8,,,,1,1540,500
Masada|COUN000964|No_context,,,1,,1884,1877
Mauken|COUN001263|BugsPresence,,,1,,3410,2920
Meare: Lake Village|COUN000212|W9,,,,1,2599,1900
Meare: Lake Village|COUN000212|X14,,,,1,2599,1900
Meare: Lake Village|COUN000212|Y12,,,,1,2599,1900
Meare: Lake Village|COUN000212|Z4,,,,1,2599,1900
Middendelfland|COUN000585|S1,,,,1,2599,1900
Midsummer Hill|COUN000215|L29,,,,1,2599,1900
Midsummer Hill|COUN000215|L37,,,,1,2599,1900
Mimanda|COUN001180|BugsPresence,,,1,,3600,3600
Mingies Ditch 2|COUN000217|BugsPresence,,,,,,
Mingies Ditch 2|COUN000217|F10/8,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F10/9,1,,,,2347,1951
Mingies Ditch 2|COUN000217|F12/10,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F2/8,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F212/7,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F425/15,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F425/16,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F602/4,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F603/4,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F712/4,,,,1,2599,1900
Mingies Ditch 2|COUN000217|F899/18,,,,1,1907,1540
Mons Claudianus|COUN000667|S1,,,1,,1875,1750
Monticiano|COUN001503|BugsPresence,,,1,,639,639
Mödruvellir|COUN001623|08-108,,,,1,400,0
Mödruvellir|COUN001623|08-113,,,,1,400,0
Mödruvellir|COUN001623|08-116,,,,1,400,0
Nahal Hemar Cave|COUN000431|S1,1,,,,10175,9018
Nakaya|COUN001187|BugsPresence,,,1,,3000,3000
Nanbarauchibori|COUN001190|BugsPresence,,,1,,4200,4200
Nantwich: Crown Park|COUN000223|S1,,,,1,1550,400
Nantwich: Kingsley Fields|COUN001429|S1063,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S1097,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S1098,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S1158,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S1239,,,1,,1800,1750
Nantwich: Kingsley Fields|COUN001429|S1270,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S1284,,,1,,1810,1750
Nantwich: Kingsley Fields|COUN001429|S1295,,,1,,1800,1750
Nantwich: Kingsley Fields|COUN001429|S1303,,,1,,1800,1750
Nantwich: Kingsley Fields|COUN001429|S1337,,,1,,1800,1750
Nantwich: Kingsley Fields|COUN001429|S2095,,,,1,1907,1540
Nantwich: Kingsley Fields|COUN001429|S5108,,,1,,1850,1750
Naples: San Domenico Maggiore|COUN001643|BugsPresence,,,,,,
Nesstofa|COUN000225|Su10,,,,1,1082,400
Nesstofa|COUN000225|Su11,,,,1,1082,400
Nesstofa|COUN000225|Su12,,,,1,1082,400
Nesstofa|COUN000225|Su5,,,,1,1082,400
Nesstofa|COUN000225|Su6,,,,1,1082,400
Nesstofa|COUN000225|Su7,,,,1,1082,400
Nesstofa|COUN000225|Su8,,,,1,1082,400
Nesstofa|COUN000225|Su9,,,,1,1082,400
Nesstofa|COUN000225|SuB,,,,1,1082,400
Nesstofa|COUN000225|SuL,,,,1,1082,400
Nesstofa|COUN000225|SuM,,,,1,1082,400
Nesstofa|COUN000225|SuS,,,,1,1082,400
Neuss (Novaesium)|COUN000639|F2,,,1,,1920,1890
Neuss: Med|COUN000637|F2,,,,1,1550,400
Niaqussat (V48)|COUN000640|Prelim_,,,1,,950,600
Niaqussat (V48)|COUN000640|S1,,,1,,950,600
Niaqussat (V48)|COUN000640|S2,,,1,,950,600
Niaqussat (V48)|COUN000640|S3,,,1,,950,600
Niaqussat (V48)|COUN000640|S4,,,1,,950,600
Niaqussat (V48)|COUN000640|Total,,,1,,950,600
Niaqussat (V48)|COUN000718|C10-12,,,1,,950,600
Niaqussat (V48)|COUN000718|C10-13,,,1,,950,600
Niaqussat (V48)|COUN000718|C10-14,,,1,,950,600
Niaqussat (V48)|COUN000718|C11-15,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-1,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-10,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-2,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-3,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-4,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-5,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-6,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-7,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-8,,,1,,950,600
Niaqussat (V48)|COUN000718|C9-9,,,1,,950,600
Niaqussat (V48)|COUN000718|C9_10-11,,,1,,950,600
Niaqussat (V48)|COUN000718|D13-16,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-17,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-18,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-19,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-20,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-21,,,1,,950,600
Niaqussat (V48)|COUN000718|D9-22,,,1,,950,600
Nijlen|COUN001572|20-30,,,1,,1248,1248
Nijlen|COUN001572|30-40,,,1,,1248,1248
Nijlen|COUN001572|40-50,,,1,,1248,1248
Nijlen|COUN001572|50-60,,,1,,1248,1248
Nijlen|COUN001572|60-70,,,1,,1248,1248
Nijlen|COUN001572|70-80,,,1,,1248,1248
Nijlen|COUN001572|80+,,,1,,1248,1248
Nimrud|COUN001096|BugsPresence,,,,1,2599,1900
Nipaitsoq (V54)|COUN000227|S10,1,,,,648,316
Nipaitsoq (V54)|COUN000227|S5,1,,,,648,316
Nipaitsoq (V54)|COUN000227|S6,1,,,,648,316
Nipaitsoq (V54)|COUN000227|S7,1,,,,648,316
Nipaitsoq (V54)|COUN000227|S8,1,,,,648,316
Nipaitsoq (V54)|COUN000227|S9,1,,,,648,316
Nipaitsoq (V54)|COUN000227|Total,,,,,,
Nishibira|COUN001185|BugsPresence,,,1,,3700,3500
Normanby Park|COUN001222|C1002,,,,1,1550,400
Normanby Park|COUN001222|C2004,,,,1,1550,400
Normanby Park|COUN001222|C4003,,,,1,1550,400
North Cave: South Farm|COUN001465|S757,,,,1,2599,1700
North Cave: South Farm|COUN001465|S760,,,,1,2599,1700
North Cave: South Farm|COUN001465|S761,,,,1,2599,1700
North Cave: South Farm|COUN001465|S762,,,,1,2599,1700
North Cave: South Farm|COUN001465|S764,,,,1,2599,1700
North Cave: South Farm|COUN001465|S768,,,,1,2599,1700
North Cave: South Farm|COUN001465|S794,,,,1,2599,1700
North Cave|COUN000773|BugsPresence,,,1,,1850,1650
Northampton: St James|COUN001211|C59,,,,1,1540,884
Northampton: St Peter|COUN000886|BugsPresence,,,,1,1550,400
Northfleet: Roman Villa|COUN001333|S10203,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16387,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16545a,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16545B,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16586a,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16586b,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16586c,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16586d,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S16597,,,,1,1907,1540
Northfleet: Roman Villa|COUN001333|S19341,,,,1,1907,1540
Northfleet: Saxon Mill|COUN001500|C12526,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C12557,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C12561,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C19403,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C19427a,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C19427b,,,1,,1258,884
Northfleet: Saxon Mill|COUN001500|C19488,,,1,,1258,884
Norwich: Fishergate|COUN000689|Con52,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con54,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con78,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con78/65,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con78/T,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con95,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con96,,,,1,10000,0
Norwich: Fishergate|COUN000689|Con97,,,,1,10000,0
Norwich: Fishergate|COUN000689|Fn123,,,,1,10000,0
Norwich: Fishergate|COUN000689|Presence,,,,1,10000,0
Norwich: Fishergate|COUN000689|S123/T,,,,1,10000,0
Norwich: Fishergate|COUN000689|S133/T,,,,1,10000,0
Norwich: Fishergate|COUN000689|S143/T,,,,1,10000,0
Norwich: Fishergate|COUN000689|S173/T,,,,1,10000,0
Norwich: Fishergate|COUN000689|S183/T,,,,1,10000,0
Nottingham: Cave|COUN000792|BugsPresence,,,1,,250,151
Novaya Zemlya|COUN000644|P,,,1,,354,354
Novaya Zemlya|COUN000644|S1,,,1,,354,354
Novgorod: Troitsky|COUN000233|N10,,,,1,1550,400
Novgorod: Troitsky|COUN000233|N11,,,,1,1550,400
Novgorod: Troitsky|COUN000233|N12,,,,1,1550,400
Novgorod: Troitsky|COUN000233|N13,,,,1,1550,400
Novgorod: Troitsky|COUN000233|N14,,,,1,1550,400
Novgorod: Troitsky|COUN000233|N15,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI1a-33,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI2A-34,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI3(C79),,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI48-PB,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI49-ST88,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI54-RS,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI64-ST88,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XI91,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XII3a,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII2b,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII3b,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII4,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII5,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII6,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII7,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII8,,,,1,1550,400
Novgorod: Troitsky|COUN001262|XIII9,,,,1,1550,400
Nunalleq|COUN001457|S10136,1,,,,672,289
Nunalleq|COUN001457|S10500,1,,,,672,289
Odell|COUN001499|BugsPresence,,,,,,
Odell|COUN001499|Fn123_8,,,1,,1350,1250
Odell|COUN001499|Fn123_8b,,,1,,1350,1250
Odell|COUN001499|Fn350_3,,,1,,1875,1750
Odell|COUN001499|Fn350_4,,,1,,1875,1750
Odell|COUN001499|Fn62_5,,,1,,1875,1810
Odell|COUN001499|Fn62_6,,,1,,1875,1810
Odell|COUN001499|Fn77_2,,,1,,1900,1850
Odell|COUN001499|Fn77_3,,,1,,1900,1850
Odell|COUN001499|Fn77_4,,,1,,1900,1850
Ohbaru|COUN001182|BugsPresence,,,1,,3200,3000
Ohnobaru|COUN001179|BugsPresence,,,1,,3600,3600
Oksnes|COUN001626|BugsPresence,,,1,,1150,900
Oldcroghan|COUN000850|Nail_1,1,,,,2309,2067
Oldcroghan|COUN000850|Nail_2,1,,,,2309,2067
Oldcroghan|COUN000850|Nail_3,1,,,,2309,2067
Oldcroghan|COUN000850|OC2-B1,1,,,,2309,1996
Oldcroghan|COUN000850|OC2-B2,1,,,,2342,2067
Oldcroghan|COUN000850|OC2-B3,1,,,,2674,2067
Oskarshamn wreck|COUN000236|S11,,,1,,750,650
Oskarshamn wreck|COUN000236|S13,,,1,,750,650
Oskarshamn wreck|COUN000236|S15,,,1,,750,650
Oskarshamn wreck|COUN000236|S17,,,1,,750,650
Oskarshamn wreck|COUN000236|S19,,,1,,750,650
Oskarshamn wreck|COUN000236|S23,,,1,,750,650
Oskarshamn wreck|COUN000236|S3,,,1,,708,650
Oskarshamn wreck|COUN000236|S5,,,1,,750,650
Oskarshamn wreck|COUN000236|S7,,,1,,750,650
Oskarshamn wreck|COUN000236|S9,,,1,,750,650
Oslo: Gamlebyen|COUN000239|S170,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S197,,,1,,925,875
Oslo: Gamlebyen|COUN000239|S2,,,1,,675,650
Oslo: Gamlebyen|COUN000239|S200,,,1,,925,875
Oslo: Gamlebyen|COUN000239|S207,,,1,,900,850
Oslo: Gamlebyen|COUN000239|S28,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S29,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S35,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S38,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S48,,,1,,775,725
Oslo: Gamlebyen|COUN000239|S57,,,1,,800,750
Oslo: Gamlebyen|COUN000239|S72,,,1,,775,725
Oslo: Oslogate 3 & 7|COUN000238|JP11,,,1,,800,450
Oslo: Oslogate 3 & 7|COUN000238|JP3,,,1,,750,700
Oslo: Oslogate 3 & 7|COUN000238|JP4,,,1,,550,450
Oslo: Oslogate 3 & 7|COUN000238|JP6,,,1,,800,725
Oslo: Oslogate 3 & 7|COUN000238|JP8,,,1,,800,750
Oxford: 113-119 High Street|COUN000243|B609,,,1,,750,450
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S103",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S201",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S205",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S302",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S303",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S314",,,,1,1550,400
"Oxford: 24, 30, 56 St Aldgates|COUN000241|S315",,,,1,1550,400
Oxford: 33 St. Aldgates|COUN000250|S1,,,1,,950,850
Oxford: 42-43 St Aldgates|COUN000240|S10,,,,1,1540,884
Oxford: 42-43 St Aldgates|COUN000240|S11,,,,1,1540,884
Oxford: 42-43 St Aldgates|COUN000240|S8,,,,1,1540,884
Oxford: 42-43 St Aldgates|COUN000240|S9,,,,1,1540,884
Oxford: 89-91 St Aldgates|COUN000242|IA,,,,1,2599,1900
Oxford: 89-91 St Aldgates|COUN000242|LS,,,,1,1540,884
Oxford: 89-91 St Aldgates|COUN000242|Pit,,,1,,750,700
Oxford: 89-91 St Aldgates|COUN000242|S85/1,,,1,,1270,930
Oxford: Corpus Christi|COUN001371|Cess_pit,,,1,,450,250
Oxford: Dominican Priory|COUN000245|S1,,,1,,550,450
Oxford: Hamel|COUN000248|S1,,,,,,
Oxford: High Street drain|COUN000249|S1,,,1,,825,775
Oxford: Port Meadow|COUN001383|BugsPresence,,,,1,2599,1900
Oxford: St Budoc's|COUN000920|S,,,1,,1550,734
Padre Island|COUN000988|S1,,,1,,396,396
Palermo|COUN001662|BugsPresence,,,1,,350,50
Pálstóftir|COUN001160|SI,,,1,,1010,880
Pálstóftir|COUN001160|SII,,,1,,1010,880
Pálstóftir|COUN001160|SIV,,,1,,1010,880
Papcastle|COUN000873|BugsPresence,,,1,,1880,1800
"Parks of Garden, Kippen|COUN001050|S104",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S109",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S115",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S127",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S131",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S137",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S156",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S158",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S173",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S174",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001050|S176",,,1,,5289,4869
"Parks of Garden, Kippen|COUN001054|BugsPresence",,,,,,
"Parks of Garden, Kippen|COUN001054|Imported_Total",,,,,,
Pattonville|COUN001517|BugsPresence,,,1,,1375,1300
Perry Oaks (Heathrow Terminal 5)|COUN000974|S1293,,,,1,1700,1540
Perry Oaks (Heathrow Terminal 5)|COUN000974|S1297,,,,1,1700,1540
Perry Oaks (Heathrow Terminal 5)|COUN000974|S170,,,,1,1700,1540
Perry Oaks (Heathrow Terminal 5)|COUN000974|S227,,,,1,2599,2199
Perry Oaks (Heathrow Terminal 5)|COUN000974|S229,,,,1,4049,3549
Perry Oaks (Heathrow Terminal 5)|COUN000974|S277,,,,1,4049,3549
Perry Oaks (Heathrow Terminal 5)|COUN000974|S802,,,,1,4049,3549
Perry Oaks (Heathrow Terminal 5)|COUN000974|S828,,,,1,1907,1540
Perry Oaks (Heathrow Terminal 5)|COUN000974|S856,,,,1,4049,2599
Perry Oaks (Heathrow Terminal 5)|COUN000974|S857,,,,1,4049,2599
Piddington|COUN000252|S1,,,1,,1670,1630
Plaussig|COUN001100|BugsPresence,,,1,,7219,7219
Pluscarden|COUN000254|F23,1,,,,535,320
Plymouth|COUN000919|BugsPresence,,,1,,750,651
Pode Hole|COUN000845|S8028,1,,,,3549,3275
Pode Hole|COUN000845|S8131,1,,,,3443,3229
Pode Hole|COUN000845|S8232,1,,,,3443,3229
Pode Hole|COUN000845|S8233,1,,,,3443,3229
Pode Hole|COUN000845|S9094,1,,,,3375,3081
Pode Hole|COUN000845|S9713,1,,,,3214,2975
Poitiers: Ilot des Cordeliers|COUN001557|P508,,,1,,1750,1651
Pomeroy Wood|COUN000255|C4478,,,1,,1905,1870
Pomeroy Wood|COUN000255|C4683,,,1,,1905,1870
Pomeroy Wood|COUN000255|C4684,,,1,,1905,1870
Pomeroy Wood|COUN000255|C4686,,,1,,1905,1870
Pomeroy Wood|COUN000255|C4690,,,1,,1905,1870
Pomeroy Wood|COUN000255|C4692,,,1,,1905,1870
"Pompeii; Necropolis, Porta Nocera|COUN001587|Pot",,,1,,2199,1871
Pompeii|COUN001356|BugsPresence,,,1,,1871,1871
Portsmouth: Mary Rose|COUN001398|BugsPresence,,,1,,405,405
Poyle House|COUN001347|1093,,,,1,1550,400
Poyle House|COUN001347|1337,,,,1,1550,400
Poyle House|COUN001347|1394,,,,1,1550,400
Poyle House|COUN001347|1434,,,,1,1550,400
Poyle House|COUN001347|1481,,,,1,1550,400
Poznan: Ostrów Tumski|COUN001476|BugsPresence,,,,1,1550,400
Præstelyngen i Åmosen|COUN000742|BugsPresence,1,,,,6880,6412
Qeqertasussuk|COUN000646|B32l,,,,1,4449,2449
Qeqertasussuk|COUN000646|B32u,,,,1,4449,2449
Qeqertasussuk|COUN000646|B33,,,,1,4449,2449
Qeqertasussuk|COUN000646|BugsPresence,1,,,,3895,1423
Qeqertasussuk|COUN000646|C11l,1,,,,3559,3177
Qeqertasussuk|COUN000646|C11u,,,,1,4449,2449
Qeqertasussuk|COUN000646|C14,,,,1,4449,2449
Qeqertasussuk|COUN000646|C15,1,,,,4286,3374
Qeqertasussuk|COUN000646|C15a,1,,,,4414,3929
Qeqertasussuk|COUN000646|C16,1,,,,4406,3723
Qeqertasussuk|COUN000646|C18,1,,,,4808,4159
Qeqertasussuk|COUN000646|C9-10,,,,1,4449,2449
Qeqertasussuk|COUN000646|P,,,,1,4449,2449
Qilakitsoq|COUN000257|S1,,,1,,475,475
Quebec: Îlot Hunt|COUN000932|BugsPresence,,,1,,125,75
Quebec: Intendant's Palace|COUN000991|BugsPresence,,,,,,
Quseir el-Qadim|COUN001108|BugsPresence,,,,1,2702,1976
Quseir el-Qadim|COUN001363|S1,,,,1,2449,1550
Radley|COUN000259|L141,1,,,,3607,3365
Radley|COUN000259|L156,1,,,,2976,2741
Ras al-Jinz|COUN000976|BugsPresence,,,1,,4449,4149
Rearsby|COUN001613|S372,,,,1,1907,1540
Rearsby|COUN001613|S384a,,,,1,1907,1540
Rearsby|COUN001613|S384b,,,,1,1907,1540
Rearsby|COUN001613|S392,,,,1,1907,1540
Rearsby|COUN001613|S403,,,,1,1907,1540
Rearsby|COUN001613|S404,,,,1,1907,1540
Redwick|COUN001575|2_Pit_202,,,,1,4449,2549
Redwick|COUN001575|B2_129W,1,,,,3340,2887
Redwick|COUN001575|B2_130W,1,,,,3340,2887
Redwick|COUN001575|B2_155,1,,,,3340,2887
Redwick|COUN001575|B4_100/153,1,,,,3548,2879
Redwick|COUN001575|B4_95/153,1,,,,3548,2879
Redwick|COUN001575|B4_97/153,1,,,,3548,2879
Reykholt Midden|COUN000267|SI68,,,,1,1082,400
Reykholt Midden|COUN000267|SI69,,,,1,1082,400
Reykholt Midden|COUN000267|SI70,,,,1,1082,400
Reykholt Midden|COUN000267|SI71,,,,1,1082,400
Reykholt Midden|COUN000267|SI72,,,,1,1082,400
Reykholt Midden|COUN000267|SI73,,,,1,1082,400
Reykholt Midden|COUN000267|SI75,,,,1,1082,400
Reykholt Midden|COUN000823|S1,,,,,,
Reykholt Midden|COUN000823|S2,,,,,,
Reykholt Midden|COUN000823|S20,,,,,,
Reykholt Midden|COUN000823|S21,,,,,,
Reykholt Midden|COUN000823|S22,,,,,,
Reykholt Midden|COUN001071|S1a,,,,1,1082,400
Reykholt Midden|COUN001071|S20a,,,,1,1082,400
Reykholt Midden|COUN001071|S21a,,,,1,1082,400
Reykholt Midden|COUN001071|S22a,,,,1,1082,400
Reykholt Midden|COUN001071|S2a,,,,1,1082,400
Reykholt Midden|COUN001071|S68b,,,,1,1082,400
Reykholt Midden|COUN001071|S69b,,,,1,1082,400
Reykholt Midden|COUN001071|S70b,,,,1,1082,400
Reykholt Midden|COUN001071|S71b,,,,1,1082,400
Reykholt Midden|COUN001071|S72b,,,,1,1082,400
Reykholt Midden|COUN001071|S73b,,,,1,1082,400
Reykholt Midden|COUN001071|S75b,,,,1,1082,400
Reykholt|COUN000268|R9S1,,,1,,300,150
Reykholt|COUN000268|R9S26,,,1,,300,150
Reykholt|COUN000268|R9S6,,,1,,300,150
Reykholt|COUN000268|R9S9,,,1,,300,150
Reykholt|COUN000268|S14,,,1,,300,150
Reykholt|COUN000268|S15,,,1,,300,150
Reykholt|COUN000268|S19,,,1,,300,150
Reykholt|COUN000268|S21,,,1,,300,150
Reykholt|COUN000268|S22,,,1,,300,150
Reykholt|COUN000268|S30,,,1,,300,150
Reykholt|COUN000268|S32,,,1,,300,150
Reykholt|COUN000268|S33,,,1,,300,150
Reykholt|COUN000268|S36,,,1,,300,150
Reykholt|COUN000268|S7,,,1,,300,150
Reykholt|COUN000659|S1U,,,,1,1082,400
Reykholt|COUN000771|SI_10,,,,,,
Rheims|COUN001107|BugsPresence,,,,1,2009,1500
Ribchester|COUN000269|C107,,,1,,1880,1550
Ribchester|COUN000269|C124,,,1,,1880,1550
Ribchester|COUN000269|C130,,,1,,1880,1550
Ribchester|COUN000269|C131,,,1,,1880,1550
Ribchester|COUN000269|C154,,,1,,1880,1550
Ribchester|COUN000269|C174,,,1,,1880,1550
Ribchester|COUN000269|C205,,,1,,1880,1550
Ribchester|COUN000269|C209,,,1,,1880,1550
Ribchester|COUN000269|C210,,,1,,1880,1550
Ribchester|COUN000269|C215,,,1,,1880,1550
Ribchester|COUN000269|C216,,,1,,1880,1550
Ribchester|COUN000269|C218,,,1,,1880,1550
Ribchester|COUN000269|C225,,,1,,1880,1550
Ribchester|COUN000269|C227,,,1,,1880,1550
Ribchester|COUN000269|C229,,,1,,1880,1550
Ribchester|COUN000269|C230,,,1,,1880,1550
Ribchester|COUN000269|C232,,,1,,1880,1550
Ribchester|COUN000269|C243,,,1,,1880,1550
Ribchester|COUN000269|C246,,,1,,1880,1550
Ribchester|COUN000269|C253,,,1,,1880,1550
Ribchester|COUN000269|C254,,,1,,1880,1550
Ribchester|COUN000269|C256,,,1,,1880,1550
